Sport,Team,Product ID,Product Name,Product Price,Brand Name,Product URL
NFL,arizona-cardinals,3162610,Larry Fitzgerald Arizona Cardinals Newborn Mainliner Name & Number Bodysuit - Cardinal,14.99,Outerstuff,https://www.fanatics.com/nfl/arizona-cardinals/larry-fitzgerald-arizona-cardinals-newborn-mainliner-name-and-number-bodysuit-cardinal/o-5772+t-69265675+p-259019235+z-7-3131886849
NFL,arizona-cardinals,4538152,"Arizona Cardinals Newborn & Infant Little Champ Three-Piece Bodysuit, Bib & Booties Set - Cardinal/Black",29.99,Outerstuff,https://www.fanatics.com/nfl/arizona-cardinals/arizona-cardinals-newborn-and-infant-little-champ-three-piece-bodysuit-bib-and-booties-set-cardinal/black/o-5772+t-25154553+p-4861583873+z-8-1953470202
NFL,arizona-cardinals,3497103,"Arizona Cardinals Girls Newborn MVP Bodysuit, Bib & Booties Set - Cardinal",20.99,Outerstuff,https://www.fanatics.com/nfl/arizona-cardinals/arizona-cardinals-girls-newborn-mvp-bodysuit-bib-and-booties-set-cardinal/o-3572+t-25265619+p-1493760825+z-8-4123689698
NFL,arizona-cardinals,4554762, Arizona Cardinals Newborn & Infant Football Head Knit Hat with Pom - Brown,21.99,Outerstuff,https://www.fanatics.com/nfl/arizona-cardinals/-arizona-cardinals-newborn-and-infant-football-head-knit-hat-with-pom-brown/o-3594+t-36373442+p-37167237055+z-9-820362079
NFL,arizona-cardinals,1324607,Arizona Cardinals Newborn Full Zip Raglan Coverall - Cardinal,24.99,Outerstuff,https://www.fanatics.com/nfl/arizona-cardinals/arizona-cardinals-newborn-full-zip-raglan-coverall-cardinal/o-3527+t-36930164+p-56144693920+z-9-3559205728
NFL,arizona-cardinals,2068739,Arizona Cardinals Infant Team Logo T-Shirt - Cardinal,15.99,Outerstuff,https://www.fanatics.com/nfl/arizona-cardinals/arizona-cardinals-infant-team-logo-t-shirt-cardinal/o-1316+t-47590186+p-800079189+z-7-1277171515
NFL,arizona-cardinals,4542256,Arizona Cardinals Infant 3-Pack Game On Bodysuit Set - Cardinal/Black/Heathered Gray,29.99,Outerstuff,https://www.fanatics.com/nfl/arizona-cardinals/arizona-cardinals-infant-3-pack-game-on-bodysuit-set-cardinal/black/heathered-gray/o-4672+t-70603419+p-3749376922+z-8-3530510352
NFL,arizona-cardinals,2831236,Arizona Cardinals Infant Piped Raglan Full-Zip Sleeper - Cardinal,24.99,Outerstuff,https://www.fanatics.com/nfl/arizona-cardinals/arizona-cardinals-infant-piped-raglan-full-zip-sleeper-cardinal/o-7972+t-92040108+p-0220818926+z-8-3819608482
NFL,arizona-cardinals,200038893,Kyler Murray Arizona Cardinals Nike Newborn & Infant Romper Jersey - Cardinal,49.99,Nike,https://www.fanatics.com/nfl/arizona-cardinals/kyler-murray-arizona-cardinals-nike-newborn-and-infant-romper-jersey-cardinal/o-1372+t-47827886+p-3511113345270+z-9-948895765
NFL,arizona-cardinals,5340076,Arizona Cardinals Newborn & Infant Two-Pack Double Up Bodysuit Set - Cardinal/Gray,25.99,Outerstuff,https://www.fanatics.com/nfl/arizona-cardinals/arizona-cardinals-newborn-and-infant-two-pack-double-up-bodysuit-set-cardinal/gray/o-3538+t-36596720+p-38360488309+z-9-2262656502
